,state,Satisfaction,text,sent,emotion
698,Utah,5,All was pretty good! Maybe it would be cool if you did a YSA dance like you did with the youth but YSA maybe,positive,joy
699,California,5,Hard to say. Love the diverse selection of classes.,positive,positive
700,Utah,4,"More classes of general interest, especially science, history, and literature.",neutral,neutral
701,Utah,5,Nothing. ,neutral,neutral
702,Washington,4,Some of the former presenters. Some presenters lacked .,negative,negative
703,Utah,4,1.Housing registration is a problem; being put on hold for 45+ minutes to speak with someone. 2. Internet based broadcast of classes,negative,negative
704,Utah,5,valet parking,neutral,neutral
705,Utah,5,"It was incredible, so well organized and uplifting  1. More *healthy food options* placed throughout campus??! The salads in the quad were ok! Lots of lettuce low on the protein and quite expensive.   2. A few times I thought the shuttle will be my best bet getting from the Marriot or benson building elsewhere but then we’d wait so long for people to get on the bus that by the time we left, I’d be late or running for the next class! :) Super kind drivers tho. Nice folk!   I am younger and fit and still had some trouble getting across campus to the next class before it was full or barely beginning!! Not sure what we can do about that. ",positive,positive
706,Utah,5,Uplifts me and helps inspire me.,positive,positive
707,Utah,5,I am renewed and have a new conviction to be closer to the savior and learn more of Him.,positive,positive
708,Washington,5,A senior singles event or dinner of some sort.  Also providing a Sacrament meeting on Sunday for those of us who arrive on Saturday.  Thanks.,positive,positive
709,Utah,4,"prohibit people from blocking my view as they snap photos of every slide--presenters could make their slides available via email or something.  This is a mixed message, I wish the classes could be closer together--I didn't even attempt to get to the Harmon conference center from the other side of campus, and yet there were probably too many classes in the MARB for example, which were close together but crowded.  Open more restrooms for women. maybe have info tables in the middle of campus, I can't tell you how many times I asked others for directions and gave directions, and that's even being an alumnus and having the map in my booklet.  I missed some presenters this year: Robert millet, Mark Ogletree--I know you don't control whether they sign up or not ",negative,negative
710,Utah,5,I had no issues.,positive,positive
711,Utah,5,"Moving Joseph Spencer to either the Marriott Center or Wilkinson Center so an elderly, somewhat cardiac challenged person does not have to walk between buildings.",neutral,neutral
712,Utah,5,"Easy.  Change the stupid policy which prevents presenters from sharing their slide decks and contact information.  This policy results in significantly reduced effectiveness of each course as most attendees are more worried about taking a picture of each slide.  Getting the timing correct as slides tend to build out with multiple bullets being added to the slide one at a time.  This results in a great deal of time and worry to just capture the slide instead of focusing on the content that the presenter worked so hard to produce.  I attend EW to increase my spirituality from some outstanding presenters. Being blocked from having reasonable access to their content is maddening!   Additionally, the resulting photos from each slide are difficult to turn into a useful document in order to review them to solidify learning and/or figure out what was missed while the focus was trying to capture the photo or to take notes.  The slide decks should instead be posted on a site accessible to attendees for download/review.    I understand that there are a couple of reasons why presenters can't share their content. I'd like to suggest ways to mitigate them.   1. Copyrighted Material - Presenters could be required to submit their presentations prior to EW. They could be required to remove copyrighted material from slide decks which are made available to attendees.  Additionally AI could be used to also double-check presentations for images or text that is copyrighted.  This is especially maddening with content from religious courses. Th  2. Outside presenters who sell a service - Why the EW organizers might like to pretend that these experts in their respective fields spend preparation time and delivery time due to their kindness, that is likely not the case. Many external presenters have terrific content. Instead of pretending that they don't provide a service that mature/capable attendees might CHOOSE to pursue, EW could instead at least allow them to share contact info even if mentioning specific products/services isn't permitted. I've opted to potentially engage one of the external presenters.  Having to waste so much effort trying to determine contact info for that presenter was frustrating. Instead, I'd prefer to be able to focus as a student in absorbing their advice/teaching.  Making these two changes would GREATLY improve the experience of attending the already terrific EW.  Feel free to contact me if you would like to continue this discussion or get clarification.",negative,sadness
