,ResponseId,Q16,sent,distil_bert_sent
426,R_5CqYFTx7iTMVgA0,I would recommend some sort of group leaders; similar to the FHE leaders or FSY counselors,1,1
427,R_5C9r22YA5cu9XtT,more devotionals,1,1
428,R_6s56IrfDFTzt1dD,,0,0
429,R_7Ljo3rDmGOd1mTq,Sometimes I didnât like any of the options for what class to go to,-1,0
430,R_3NntAF6wSUahZ8u,"The conference felt like on designed for converts. Very basic topics were coveredâwhich I can see there is a need for. But there's also a need for more rigorous instruction. Things that teach about doctrine, where it comes from, how the BOM relates to the New and Old Testament. In other words, things for people who are solid in their testimony and not particularly struggling. Those people often attend and are left underwhelmed or bored because the focus of these conferences are typically pretty basic fundamentalsâwhich is great! But it would be nice to have something with more depth to it.",-1,0
431,R_1HSqJIIreMTnDtE,,0,0
432,R_7igvHwPFnUAYdrz,I liked how in nauvoo last year we had companies that we actually spent more time with and got to know them better. I would have liked to have had more EFY type stuff like r&r and game night to get to know people better.,1,2
433,R_5xk69gwyiB9Blst,Encourage more young adult interaction.,1,1
434,R_6oLYYAJc3fUXNdf,Give us some buffer time between the organized activities. so that we can do stuff like go to the dorms and grab something or go to the bathroom without missing something.,1,1
435,R_3MomkTUZCvxvYOt,,0,0
436,R_5JHdeWVLzNRuQG5,have more interactive activities. and maybe different lunches. all in all I thought it was pretty good:),1,1
437,R_3zIEn0gavg1Gmf7,"Communication. A lot of stuff was communicated late or not at all. And that included stuff that was known early enough that it could have been communicated - like, someone clearly knew where the service project was going to take place, but we weren't told beforehand to prepare for ticks and poison ivy, so I showed up in capris and flats with no bug spray.",-1,2
438,R_1kOhSLm1MJd01QB,"More communication, the schedule felt up in the air for Thursday and Friday. Lots of uncertainty of when and who was speaking where. I think it would be ideal if all the activities could be in the same spot. As someone who needed rides, It would be easier to attend the night activities if they weren't in a separate location.",-1,1
439,R_7jxkwDPQvcOeHCl,Have breakfast and rides for those going to and from housing and the church building.,1,1
440,R_6gHNyOHhryVP5ai,,0,0
441,R_3e4aJSiKG1csN81,Have an opening meet and greet event so that itâs easier for participants to make connections with new people early on in the conference.,-1,1
442,R_3XT8HotOWLvTvOh,Not enough activities so too much downtime across a few activities. In the KC area the activities weren't well liked by people who lived there as the historical sites are frequently done year after year. Tech set-up had issues several times.,-1,1
443,R_3bFCvJwVOOEZxjb,Speed dating event would be cool. As would more time in our groups.,1,1
444,R_6o6kbGI6SLM1HZJ,,0,0
445,R_3TxElA41rZgohm9,Create more opportunities for people to get to know each other and become more right knit as a group,1,0
446,R_5ltdoEnckAskreh,,0,0
447,R_710rZdkvTLZE8Os,i wish there was more interaction with people  around the same age good 26 and 36 range.,-1,2
448,R_6DBBhsfu63xuTJ4,"I think something big would be making sure everything is a little more organized. During the conference, things like meals were very chaotic because people weren't really sure where to go, and it was the same thing with check-in at Wahooz. I went with my brother and we weren't sure where to get our name tags or anything. We sort of just followed the crowd. Another thing that could improve the conference. Would be to make sure that all of the information is getting sent out through multiple channels to people. I wasn't aware that we were supposed to sign up for the different activities, because I didn't get that information beforehand. I think it was mentioned in one of the emails, but I don't recall being given any sort of link to sign up. Making sure that people are getting information and links and such through emails and on Instagram or other Social Media would be a good way to ensure that everyone is on the same page. Overall though, it was a really great experience!",1,0
449,R_7kIjq1Hexyaazm7,"Less driving to other locations, if at all possible. I feel like the dance and concert couldâve been at the church.",-1,2
450,R_6tG1Rkgkln2ea5s,,0,0
451,R_5rqMqdTVnCRahOd,,0,0
452,R_7gbz0kGhzEezcSR,"You could have more structured activities where you are encouraged to mix and mingle more with the other young, single adults, I think it would allow more opportunities for more people to meet each other. ",-1,1
453,R_53bLpFZ1KE8bdWp,I would recommend more class times with more options to choose from.,1,1
454,R_1PRLT6vmuVx7xj2,More interactive activities. One of the days was completely filled with people talking at you. It was lecture after lecture and it really got incredibly boring. Even if the people were saying wonderful things not everyone likes to just sit and listen all day. It doesnât give us any time to interact with each other and it is very draining.,-1,2
455,R_30vYd6oNwRYdreU,"Make directions to classes more clear, and provide sufficient reminders for activities.",1,1
456,R_7Xa6t8yUGD9bON3,"Have a better plan. Have one person on each bus who knows EXACTLY what is going on (from where the buses need to park, to when we need to leave, when and where we are eating lunch). The committee members seemed to know about as much as I did.  Ask talents how long their talent is BEFORE accepting them into the show or pre-impose a time limit BEFORE they pick a song or skill.  Give people the option to say that they drove together when assigning housing. Many people were stranded without rides (it all worked out, but it was stressful)  If planning sports and activities, make sure that there is a field to play on or a plan to have people take down the cultural hall chairs  (I know these seem nit-picky, trust me, I had a marvelous time, but it could definitely use more structure and communication)",-1,1
457,R_7bGwh1rqWmiVAk1,"I wished I had a general outline of what was happening sooner, and a better idea of what I was signing up for.  I almost didn't sign up at all because I wasn't sure what ro expect or even if I'd be spending the night or expected to commute every day.",-1,2
458,R_1GZE5163K0PJPB0,Have more time to do activities.,-1,1
459,R_7NWI2Rr1RtF3GWB,,0,0
460,R_32m1xXIw7ofYt0Z,None!,-1,0
461,R_7iswlEvCpFZr5Q0,,0,0
462,R_3iq6MxXF2sumq8v,,0,0
463,R_34f4QJYCUC9oP2p,Nothing.,-1,2
464,R_1PWXmK7OlLWcCsL,None!,-1,0
465,R_6gqMbYNC8ywMYuL,"Nothing butâ¦ Have SHIRTS. I love getting shirts for stores, conferences, etc.",1,0
466,R_6BQTGLxT1efcMoE,,0,0
467,R_5jTmNTaSXAm3F1w,,0,0
468,R_3wxiJI75UfQUokF,More ways for YSA to get to know each other and meet more people outside the friends they came with!,-1,1
469,R_1pMqh9hWvzpOOXg,,0,0
470,R_7DqjcNq2OVFRVaY,Honestly I thought it was great as is.,1,2
